# Client packet mapping: rev236 -> rev237
# matched: 101/101
# source_count: 101
# target_count: 101
# removed: 0
# added: 0
# columns: source_id\ttarget_id\tsource_name\ttarget_name\tfields
0	99	NO_TIMEOUT	NO_TIMEOUT	-
1	78	EVENT_KEYBOARD	EVENT_KEYBOARD	W2[r 8,v](bh),W1[s 0](dz),W3[r 16,r 8,v](bc)
2	100	FRIENDCHAT_JOIN_LEAVE	FRIENDCHAT_JOIN_LEAVE	W1[v](bz),W1[strn](bz)
3	92	OPWORLDENTITY2	OPWORLDENTITY2	W2[r 8,v](bh),W1[s 128](di)
4	32	OPWORLDENTITY1	OPWORLDENTITY1	W1[v](bz),W2[v,r 8](dj)
5	70	OPNPC2	OPNPC2	W1[v](bz),W2[r 8,a 128](dp)
6	17	RESUME_P_OBJDIALOG	RESUME_P_OBJDIALOG	W2[r 8,v](bh)
7	43	CLOSE_MODAL	CLOSE_MODAL	-
8	6	UPDATE_PLAYER_MODEL_V2	UPDATE_PLAYER_MODEL_V2	-
9	95	IF_SUBOP	IF_SUBOP	W4[r 24,r 16,v,r 8](bv),W2[r 8,v](bh),W2[r 8,v](bh),W1[v](bz),W1[v](bz)
10	84	OPWORLDENTITY6	OPWORLDENTITY6	W2[a 128,r 8](dw)
11	26	OPOBJT	OPOBJT	W2[v,r 8](dj),W2[v,r 8](dj),W4[v,r 16,r 24,r 8](em),W2[r 8,v](bh),W2[r 8,a 128](dp),W1[s 128](di),W2[v,r 8](dj)
12	8	REFLECTION_CHECK_REPLY	REFLECTION_CHECK_REPLY	W1[v](bz),W1[v](cj)
13	9	EVENT_NATIVE_MOUSE_MOVE	EVENT_NATIVE_MOUSE_MOVE	-
14	87	EVENT_CAMERA_POSITION	EVENT_CAMERA_POSITION	W2[r 8,a 128](dp),W2[a 128,r 8](dw)
15	56	OPLOC6	OPLOC6	W2[v,r 8](dj)
16	22	OPNPC1	OPNPC1	W2[r 8,v](bh),W1[a 128](dv)
