# Server packets: rev236
# count: 135
# named: 135
# server_table_size: 135
# columns: id\tname\tlength\tread_count\tfields
# field_format: readType(obfuscatedMethodName)
0	UPDATE_INV_FULL	-2	6	I4(cb),I2(cn),I2(cn),I1(cp),I4(ek),I2(es)
1	NPC_INFO_SMALL_V5	-2	0	-
2	LOGOUT	0	0	-
3	LOC_ANIM	4	0	-
4	REBUILD_WORLDENTITY_V3	-2	0	-
5	LOC_MERGE	14	0	-
6	NPC_HEADICON_SPECIFIC	9	4	I4(cb),I1(cp),I2(el),I2(ey)
7	IF_OPENTOP	2	1	I2(es)
8	LOC_DEL	2	0	-
9	UPDATE_ZONE_PARTIAL_ENCLOSED	-2	4	I1(do),I1(dk),I1(cp),I1(cp)
10	UPDATE_ZONE_FULL_FOLLOWS	3	3	I1(do),I1(do),I1(cp)
11	CAM_MODE	1	1	I1(cp)
12	SOUND_AREA	7	0	-
13	VARP_SYNC	0	0	-
14	LOGOUT_TRANSFER	-1	3	X1(cz),I2(cn),I4(cb)
15	CLANSETTINGS_DELTA	-2	1	B1(cw)
16	UPDATE_IGNORELIST	-2	0	-
17	REBUILD_REGION	-2	0	-
18	REFLECTION_CHECKER	-2	0	-
19	PROJANIM_SPECIFIC_V4	27	11	I3(ea),I2(bs),I2(cn),I2(es),I2(es),I2(es),I1(do),I3(ei),I2(el),I4(ec),I4(ek)
20	NPC_ANIM_SPECIFIC	5	3	I2(el),I1(ia),I2(cn)
21	UPDATE_RUNWEIGHT	2	1	I2(ck)
22	PLAYER_SPOTANIM_SPECIFIC	9	4	I2(cn),I1(do),I4(eu),I2(cn)
23	IF_SETCOLOUR	6	2	I4(ec),I2(bs)
24	HINT_ARROW	6	0	-
25	URL_OPEN	-2	2	V1(aq),X1(cz)
26	UPDATE_INV_PARTIAL	-2	6	I4(cb),I2(cn),I1(cm),I2(cn),I1(cp),I4(cb)
27	RESET_ANIMS	0	0	-
28	LOGOUT_WITHREASON	1	1	I1(cp)
29	UPDATE_REBOOT_TIMER	2	1	I2(es)
30	UPDATE_ZONE_PARTIAL_FOLLOWS	3	3	I1(ia),I1(ia),I1(cp)
31	UPDATE_FRIENDCHAT_CHANNEL_FULL_V2	-2	0	-
