# Client packets: rev236
# count: 101
# named: 101
# client_table_size: 101
# columns: id\tname\tlength\twrite_count\tfields
# field_format: writeType[byteEncodings](obfuscatedMethodName)
53	FRIENDCHAT_KICK	-1	2	W1[v](bz),W1[strn](bz)
54	EVENT_APPLET_FOCUS	1	1	W1[v](bz)
55	FRIENDCHAT_SETRANK	-1	3	W1[v](bz),W1[strn](bz),W1[s 128](di)
56	CLANCHANNEL_KICKUSER	-1	4	W1[v](bz),W1[v](bz),W2[r 8,v](bh),W1[strn](bz)
57	FRIENDLIST_DEL	-1	2	W1[v](bz),W1[strn](bz)
58	OPLOCT	15	7	W2[a 128,r 8](dw),W2[r 8,a 128](dp),W2[r 8,v](bh),W2[a 128,r 8](dw),W1[s 0](dz),W4[v,r 16,r 24,r 8](em),W2[r 8,a 128](dp)
59	OPWORLDENTITY4	3	2	W2[r 8,a 128](dp),W1[s 128](di)
60	RSEVEN_STATUS	1	0	-
61	OPPLAYER4	3	2	W1[v](bz),W2[a 128,r 8](dw)
62	IGNORELIST_DEL	-1	2	W1[v](bz),W1[strn](bz)
63	IGNORELIST_ADD	-1	2	W1[v](bz),W1[strn](bz)
64	OPLOC1	7	4	W2[r 8,a 128](dp),W2[r 8,a 128](dp),W1[a 128](dv),W2[r 8,v](bh)
65	IF_BUTTON	4	1	W4[r 24,r 16,v,r 8](bv)
66	EVENT_MOUSE_MOVE	-1	1	W1[v](bz)
67	OPLOC5	7	4	W2[v,r 8](dj),W2[a 128,r 8](dw),W2[v,r 8](dj),W1[a 128](dv)
68	OPLOC2	7	4	W2[v,r 8](dj),W2[r 8,v](bh),W1[a 128](dv),W2[r 8,v](bh)
69	EVENT_MOUSE_CLICK_V1	6	0	-
70	EVENT_MOUSE_SCROLL	2	1	W2[r 8,v](bh)
71	OPPLAYER8	3	2	W2[a 128,r 8](dw),W1[s 128](di)
72	MEMBERSHIP_PROMOTION_ELIGIBILITY	2	0	-
73	FRIENDLIST_ADD	-1	2	W1[v](bz),W1[strn](bz)
74	AFFINEDCLANSETTINGS_ADDBANNED_FROMCHANNEL	-1	4	W1[v](bz),W1[v](bz),W2[r 8,v](bh),W1[strn](bz)
75	IF_SCRIPT_TRIGGER	-2	5	W2[r 8,v](bh),W2[r 8,a 128](dp),W2[r 8,v](bh),W4[r 24,r 16,v,r 8](bv),W4[r 8,r 24,r 16,v](ef)
76	OPLOC3	7	4	W2[a 128,r 8](dw),W1[s 0](dz),W2[a 128,r 8](dw),W2[r 8,a 128](dp)
77	OPNPCT	11	5	W4[r 16,v,r 24,r 8](ee),W2[v,r 8](dj),W1[s 128](di),W2[r 8,v](bh),W2[r 8,v](bh)
78	OPPLAYER5	3	2	W1[v](bz),W2[r 8,v](bh)
79	OPPLAYER3	3	2	W2[v,r 8](dj),W1[v](bz)
80	MAP_BUILD_COMPLETE	0	0	-
81	CLANCHANNEL_FULL_REQUEST	1	1	W1[v](bz)
82	WINDOW_STATUS	5	3	W1[v](bz),W2[r 8,v](bh),W2[r 8,v](bh)
