# Server packet mapping: rev239 -> rev240
# matched: 149/149
# source_count: 149
# target_count: 152
# removed: 0
# added: 3
# columns: source_id\ttarget_id\tsource_name\ttarget_name\tfields
0	8	MIDI_SONG_STOP	MIDI_SONG_STOP	I2(en),I2(en)
1	71	CAM_TARGET_V3	CAM_TARGET_V3	I1(ca),I2(cr),I2(cm)
2	38	NPC_INFO_LARGE_V5	LOC_ADD_CHANGE_V2	-
3	17	CAM_RESET	CAM_RESET	-
4	96	NPC_HEADICON_SPECIFIC	NPC_HEADICON_SPECIFIC	I2(ea),I1(ex),I2(ef),I4(eg)
5	76	CHAT_FILTER_SETTINGS_PRIVATECHAT	CHAT_FILTER_SETTINGS_PRIVATECHAT	I1(ca)
6	85	SET_PLAYER_OP	SET_PLAYER_OP	I1(ca),I1(cy),X1(ar)
7	45	IF_OPENSUB	IF_OPENSUB	I2(en),I4(eg),I1(ca)
8	125	REFLECTION_CHECKER	REFLECTION_CHECKER	-
9	118	UPDATE_ZONE_PARTIAL_FOLLOWS	UPDATE_ZONE_PARTIAL_FOLLOWS	I1(cy),I1(ca),I1(ej)
10	41	LOC_DEL	LOC_DEL	-
11	21	VARCLAN	VARCLAN	-
12	94	VARP_LARGE	VARP_LARGE	I2(ea),I4(ei)
13	124	OBJ_COUNT_SPECIFIC	OBJ_COUNT_SPECIFIC	I4(ei),I4(cj),I4(cj),I2(cm)
14	105	IF_SETROTATESPEED	IF_SETROTATESPEED	I2(cm),I2(ea),I4(eg)
15	27	MESSAGE_PRIVATE_ECHO	MESSAGE_PRIVATE_ECHO	X1(ar)
16	42	IF_SETPLAYERMODEL_BASECOLOUR	IF_SETPLAYERMODEL_BASECOLOUR	I1(ca),I1(ca),I4(cj)
17	4	IF_SETANGLE	IF_SETANGLE	I4(eg),I2(cm),I2(cm),I2(en)
18	23	UPDATE_INV_PARTIAL	UPDATE_INV_PARTIAL	I4(cj),I2(cm),I1(do),I2(cm),I1(ca),I4(cj)
19	36	MESSAGE_PRIVATE	MESSAGE_PRIVATE	X1(ar),I2(cm),I3(dr),I1(ca)
20	117	NPC_ANIM_SPECIFIC	NPC_ANIM_SPECIFIC	I1(ej),I2(ea),I2(cm)
21	55	HIDELOCOPS	HIDELOCOPS	Z0(cn)
22	74	UPDATE_INV_FULL	UPDATE_INV_FULL	I4(cj),I2(cm),I2(cm),I1(ex),I4(eg),I2(dc)
23	116	IF_CLOSESUB	IF_CLOSESUB	I4(cj)
24	44	UNKNOWN_STRING	UNKNOWN_STRING	X1(ar)
25	30	IF_RESYNC_V2	IF_RESYNC_V2	I2(cm),I2(cm),I4(cj),I2(cm),I1(ca),I4(cj),I2(cm),I2(cm),I4(cj),I4(cj)
26	15	SET_HEATMAP_ENABLED	SET_HEATMAP_ENABLED	Z0(cn)
