# Server packets: rev239
# count: 149
# named: 149
# server_table_size: 149
# columns: id\tname\tlength\tread_count\tfields
# field_format: readType(obfuscatedMethodName)
0	MIDI_SONG_STOP	4	2	I2(en),I2(en)
1	CAM_TARGET_V3	5	3	I1(ca),I2(cr),I2(cm)
2	NPC_INFO_LARGE_V5	-2	0	-
3	CAM_RESET	0	0	-
4	NPC_HEADICON_SPECIFIC	9	4	I2(ea),I1(ex),I2(ef),I4(eg)
5	CHAT_FILTER_SETTINGS_PRIVATECHAT	1	1	I1(ca)
6	SET_PLAYER_OP	-1	3	I1(ca),I1(cy),X1(ar)
7	IF_OPENSUB	7	3	I2(en),I4(eg),I1(ca)
8	REFLECTION_CHECKER	-2	0	-
9	UPDATE_ZONE_PARTIAL_FOLLOWS	3	3	I1(cy),I1(ca),I1(ej)
10	LOC_DEL	2	0	-
11	VARCLAN	-1	0	-
12	VARP_LARGE	6	2	I2(ea),I4(ei)
13	OBJ_COUNT_SPECIFIC	14	4	I4(ei),I4(cj),I4(cj),I2(cm)
14	IF_SETROTATESPEED	8	3	I2(cm),I2(ea),I4(eg)
15	MESSAGE_PRIVATE_ECHO	-2	1	X1(ar)
16	IF_SETPLAYERMODEL_BASECOLOUR	6	3	I1(ca),I1(ca),I4(cj)
17	IF_SETANGLE	10	4	I4(eg),I2(cm),I2(cm),I2(en)
18	UPDATE_INV_PARTIAL	-2	6	I4(cj),I2(cm),I1(do),I2(cm),I1(ca),I4(cj)
19	MESSAGE_PRIVATE	-2	4	X1(ar),I2(cm),I3(dr),I1(ca)
20	NPC_ANIM_SPECIFIC	5	3	I1(ej),I2(ea),I2(cm)
21	HIDELOCOPS	1	1	Z0(cn)
22	UPDATE_INV_FULL	-2	6	I4(cj),I2(cm),I2(cm),I1(ex),I4(eg),I2(dc)
23	IF_CLOSESUB	4	1	I4(cj)
24	UNKNOWN_STRING	-1	1	X1(ar)
25	IF_RESYNC_V2	-2	10	I2(cm),I2(cm),I4(cj),I2(cm),I1(ca),I4(cj),I2(cm),I2(cm),I4(cj),I4(cj)
26	SET_HEATMAP_ENABLED	1	1	Z0(cn)
27	UPDATE_FRIENDCHAT_CHANNEL_FULL_V2	-2	0	-
28	PLAYER_INFO	-2	0	-
29	CAM_SMOOTHRESET	4	0	-
