# Client packets: rev237
# count: 101
# named: 101
# client_table_size: 101
# columns: id\tname\tlength\twrite_count\tfields
# field_format: writeType[byteEncodings](obfuscatedMethodName)
0	OPWORLDENTITYT	11	1	W2[r 8,v](be)
1	IGNORELIST_ADD	-1	2	W1[v](um),W1[strn](cq)
2	AFFINEDCLANSETTINGS_ADDBANNED_FROMCHANNEL	-1	4	W1[v](um),W1[v](um),W2[r 8,v](be),W1[strn](cq)
3	OPWORLDENTITY3	3	2	W1[a 128](de),W2[v,r 8](ev)
4	CLANSETTINGS_FULL_REQUEST	1	1	W1[v](um)
5	WINDOW_STATUS	5	3	W1[v](um),W2[r 8,v](be),W2[r 8,v](be)
6	UPDATE_PLAYER_MODEL_V2	26	0	-
7	SEND_PING_REPLY	10	4	W4[r 24,r 8,r 16,v](ie),W4[r 16,v,r 24,r 8](eo),W1[a 128](de),W1[s 128](dy)
8	REFLECTION_CHECK_REPLY	-1	2	W1[v](um),W1[v](vw)
9	EVENT_NATIVE_MOUSE_MOVE	-1	0	-
10	SEND_SNAPSHOT	-1	4	W1[v](um),W1[strn](cq),W1[v](um),W1[v](um)
11	OPPLAYER8	3	2	W2[r 8,v](be),W1[s 0](cw)
12	HISCORE_REQUEST	-1	0	-
13	CLANCHANNEL_KICKUSER	-1	4	W1[v](um),W1[v](um),W2[r 8,v](be),W1[strn](cq)
14	FRIENDCHAT_KICK	-1	2	W1[v](um),W1[strn](cq)
15	EVENT_APPLET_FOCUS	1	1	W1[v](um)
16	OPLOCU	15	7	W2[a 128,r 8](ea),W4[r 8,r 24,r 16,v](eb),W1[a 128](de),W2[v,r 8](ev),W2[r 8,a 128](ek),W2[v,r 8](ev),W2[a 128,r 8](ea)
17	RESUME_P_OBJDIALOG	2	1	W2[r 8,v](be)
18	EVENT_MOUSE_SCROLL	2	1	W2[r 8,v](be)
19	EVENT_MOUSE_CLICK_V1	6	0	-
20	IF_SCRIPT_TRIGGER	-2	5	W2[r 8,v](be),W2[v,r 8](ev),W4[r 16,v,r 24,r 8](eo),W4[r 8,r 24,r 16,v](eb),W2[r 8,a 128](ek)
21	OPOBJU	15	7	W1[v](um),W2[a 128,r 8](ea),W2[a 128,r 8](ea),W2[r 8,v](be),W2[a 128,r 8](ea),W2[r 8,a 128](ek),W4[r 16,v,r 24,r 8](eo)
22	OPNPC1	3	2	W2[v,r 8](ev),W1[a 128](de)
23	OPLOC1	7	4	W1[a 128](de),W2[a 128,r 8](ea),W2[r 8,v](be),W2[r 8,a 128](ek)
24	MESSAGE_PRIVATE	-2	3	W2[r 8,v](be),W1[strn](cq),W2[v,r 8](cl)
25	OPLOC2	7	4	W2[r 8,v](be),W2[a 128,r 8](ea),W2[r 8,v](be),W1[v](um)
26	OPOBJT	15	0	-
27	OPPLAYER4	3	2	W1[s 0](cw),W2[r 8,a 128](ek)
28	RESUME_PAUSEBUTTON	6	2	W2[r 8,a 128](ek),W4[r 16,v,r 24,r 8](eo)
29	FRIENDCHAT_SETRANK	-1	3	W1[v](um),W1[a 128](de),W1[strn](cq)
30	OPLOC3	7	4	W2[r 8,a 128](ek),W2[v,r 8](ev),W2[r 8,v](be),W1[s 0](cw)
31	BUG_REPORT	-2	4	W2[r 8,v](be),W1[a 128](de),W1[strn](cq),W1[strn](cq)
32	OPWORLDENTITY1	3	2	W1[v](um),W2[v,r 8](ev)
33	AFFINEDCLANSETTINGS_SETMUTED_FROMCHANNEL	-1	4	W1[v](um),W1[v](um),W2[r 8,v](be),W1[strn](cq)
34	FRIENDLIST_DEL	-1	2	W1[v](um),W1[strn](cq)
35	RESUME_P_NAMEDIALOG	-1	2	W1[v](um),W1[strn](cq)
36	OPPLAYER6	3	2	W1[s 128](dy),W2[a 128,r 8](ea)
37	RESUME_P_STRINGDIALOG	-1	2	W1[v](um),W1[strn](cq)
38	DETECT_MODIFIED_CLIENT	4	1	W4[r 24,r 8,r 16,v](ie)
39	OPLOC4	7	4	W2[r 8,v](be),W1[v](um),W2[v,r 8](ev),W2[r 8,a 128](ek)
40	OPOBJ5	7	4	W2[a 128,r 8](ea),W1[s 0](cw),W2[v,r 8](ev),W2[r 8,a 128](ek)
41	OPNPCU	11	5	W1[s 128](dy),W2[r 8,a 128](ek),W4[r 8,r 24,r 16,v](eb),W2[r 8,v](be),W2[a 128,r 8](ea)
42	EVENT_MOUSE_MOVE	-1	1	W1[v](um)
43	CLOSE_MODAL	0	0	-
44	OPOBJ3	7	4	W2[v,r 8](ev),W2[r 8,a 128](ek),W1[s 0](cw),W2[r 8,v](be)
45	OPOBJ1	7	4	W2[r 8,v](be),W2[v,r 8](ev),W2[r 8,v](be),W1[s 128](dy)
46	RESUME_P_COUNTDIALOG	4	1	W4[r 24,r 8,r 16,v](ie)
47	EXIT_FREECAM	0	0	-
48	IGNORELIST_DEL	-1	2	W1[v](um),W1[strn](cq)
49	OPWORLDENTITY5	3	2	W2[r 8,v](be),W1[a 128](de)
50	OPLOCT	15	2	W2[a 128,r 8](ea),W2[a 128,r 8](ea)
51	TELEPORT	9	4	W1[v](um),W2[a 128,r 8](ea),W4[v,r 8,r 16,r 24](ep),W2[r 8,v](be)
52	OPWORLDENTITYU	11	5	W2[r 8,a 128](ek),W1[a 128](de),W2[r 8,v](be),W2[r 8,v](be),W4[r 8,r 24,r 16,v](eb)
53	OPNPCT	11	2	W2[r 8,a 128](ek),W2[a 128,r 8](ea)
54	MOVE_GAMECLICK	-1	3	W1[v](um),W2[a 128,r 8](ea),W2[r 8,v](be)
55	IF_BUTTONT	16	3	W2[r 8,v](be),W2[v,r 8](ev),W2[r 8,a 128](ek)
56	OPLOC6	2	1	W2[a 128,r 8](ea)
57	IF_BUTTON	4	1	W4[r 24,r 8,r 16,v](ie)
58	OPPLAYERU	11	5	W2[r 8,a 128](ek),W1[v](um),W2[r 8,a 128](ek),W2[a 128,r 8](ea),W4[r 8,r 24,r 16,v](eb)
59	MAP_BUILD_COMPLETE	0	0	-
60	IF_BUTTOND	16	6	W4[r 16,v,r 24,r 8](eo),W2[a 128,r 8](ea),W2[v,r 8](ev),W2[a 128,r 8](ea),W4[v,r 8,r 16,r 24](ep),W2[r 8,a 128](ek)
61	MOVE_MINIMAPCLICK	-1	6	W1[v](um),W2[a 128,r 8](ea),W2[r 8,v](be),W1[s 128](dy),W1[v](um),W1[v](um)
62	CONNECTION_TELEMETRY	-1	2	W1[v](um),W1[v](vw)
63	OPNPC3	3	2	W2[v,r 8](ev),W1[a 128](de)
64	OPPLAYER5	3	2	W2[r 8,v](be),W1[s 0](cw)
65	OPOBJ2	7	4	W2[r 8,a 128](ek),W1[a 128](de),W2[v,r 8](ev),W2[v,r 8](ev)
66	OPPLAYER2	3	2	W2[r 8,v](be),W1[v](um)
67	OPNPC4	3	2	W2[v,r 8](ev),W1[s 0](cw)
68	CLIENT_CHEAT	-1	2	W1[v](um),W1[strn](cq)
69	FRIENDLIST_ADD	-1	2	W1[v](um),W1[strn](cq)
70	OPNPC2	3	2	W2[r 8,v](be),W1[s 0](cw)
71	OPPLAYER1	3	2	W2[v,r 8](ev),W1[v](um)
72	CLANCHANNEL_FULL_REQUEST	1	1	W1[v](um)
73	OPNPC5	3	2	W2[v,r 8](ev),W1[s 128](dy)
74	IDLE	0	0	-
75	OPPLAYER3	3	2	W2[v,r 8](ev),W1[v](um)
76	CLICKWORLDMAP	4	1	W4[r 24,r 8,r 16,v](ie)
77	EVENT_NATIVE_MOUSE_CLICK_V2	7	4	W1[s 0](cw),W2[r 8,a 128](ek),W2[r 8,a 128](ek),W2[v,r 8](ev)
78	EVENT_KEYBOARD	-2	3	W2[r 8,v](be),W1[a 128](de),W3[r 16,r 8,v](ec)
79	OPPLAYERT	11	3	W1[v](um),W2[r 8,a 128](ek),W2[r 8,a 128](ek)
80	IF_CRMVIEW_OP	22	6	W4[v,r 8,r 16,r 24](ep),W2[r 8,a 128](ek),W4[r 8,r 24,r 16,v](eb),W4[r 24,r 8,r 16,v](ie),W4[v,r 8,r 16,r 24](ep),W4[r 8,r 24,r 16,v](eb)
81	SET_HEADING	1	1	W1[a 128](de)
82	SOUND_JINGLEEND	4	1	W4[r 24,r 8,r 16,v](ie)
83	OPPLAYER7	3	4	W4[r 24,r 8,r 16,v](ie),W4[r 16,v,r 24,r 8](eo),W2[a 128,r 8](ea),W2[r 8,v](be)
84	OPWORLDENTITY6	2	1	W2[r 8,v](be)
85	OPLOC5	7	4	W2[a 128,r 8](ea),W2[v,r 8](ev),W1[v](um),W2[r 8,a 128](ek)
86	MEMBERSHIP_PROMOTION_ELIGIBILITY	2	0	-
87	EVENT_CAMERA_POSITION	4	2	W2[v,r 8](ev),W2[a 128,r 8](ea)
88	OPOBJ4	7	4	W2[v,r 8](ev),W1[s 0](cw),W2[r 8,v](be),W2[r 8,v](be)
89	RSEVEN_STATUS	1	0	-
90	OPOBJ6	6	3	W2[v,r 8](ev),W2[r 8,a 128](ek),W2[r 8,a 128](ek)
91	IF_BUTTONX	9	4	W4[r 24,r 8,r 16,v](ie),W2[r 8,v](be),W2[r 8,v](be),W1[v](um)
92	OPWORLDENTITY2	3	2	W2[v,r 8](ev),W1[s 128](dy)
93	OPNPC6	2	1	W2[v,r 8](ev)
94	MESSAGE_PUBLIC	-1	2	W1[v](um),W1[v](um)
95	IF_SUBOP	10	5	W4[r 24,r 8,r 16,v](ie),W2[r 8,v](be),W2[r 8,v](be),W1[v](um),W1[v](um)
96	OPWORLDENTITY4	3	2	W2[a 128,r 8](ea),W1[a 128](de)
97	EVENT_NATIVE_MOUSE_CLICK_V1	7	0	-
98	SET_CHATFILTERSETTINGS	3	3	W1[v](um),W1[v](um),W1[v](um)
99	NO_TIMEOUT	0	0	-
100	FRIENDCHAT_JOIN_LEAVE	-1	2	W1[v](um),W1[strn](cq)
