# format=rl-suite-semantic-map-v1
# revision=1.12.21
# input.sha256=08c1c684ea14f62f45f1b889cb5cf20dadcd8f82525a323a5885b0edc9a0b04e
# parent.sha256=82877c8c3299f2da4561d36abdf39cbbb0c6eced96e72be7642420d5f8ac4679
# source=verified-reset-anchors
class	bj	-	-	Projectile
class	bm	-	-	ItemContainer
class	bw	-	-	ChatChannel
class	bx	-	-	GraphicsObject
class	by	-	-	Script
class	cc	-	-	Player
class	cg	-	-	World
class	cm	-	-	ClientPreferences
class	cs	-	-	Message
class	dc	-	-	DynamicObject
class	dd	-	-	TileItem
class	dj	-	-	Actor
class	dl	-	-	NPC
class	dm	-	-	ObjectSound
class	do	-	-	WorldView
class	ed	-	-	ModelData
class	ee	-	-	TextureProvider
class	ej	-	-	FloatProjection
class	ek	-	-	Renderable
class	en	-	-	FloorDecoration
class	ep	-	-	Scene
class	er	-	-	ItemLayer
class	et	-	-	IntProjection
class	ew	-	-	SceneTilePaint
class	fa	-	-	SceneTileModel
class	fe	-	-	Model
class	fh	-	-	BoundaryObject
class	fm	-	-	Texture
class	fp	-	-	WallDecoration
class	fr	-	-	Projection
class	ft	-	-	AABB
class	fv	-	-	GameObject
class	gb	-	-	AbstractWorldMapIcon
class	ge	-	-	WorldMapRenderer
class	gj	-	-	WorldMapRegion
class	gl	-	-	WorldMapArea
class	gm	-	-	CollisionMap
class	hx	-	-	ClanChannelMember
class	hz	-	-	ClanChannel
class	ia	-	-	ClanSettings
class	ic	-	-	EvictingDualNodeHashTable
class	jf	-	-	WidgetConfigNode
class	jm	-	-	PlayerComposition
class	kx	-	-	Widget
class	lp	-	-	GrandExchangeOffer
class	ls	-	-	MidiRequest
class	mo	-	-	IterableNodeDeque
class	mr	-	-	EnumComposition
class	nb	-	-	WorldMapElement
class	nj	-	-	SequenceDefinition
class	nk	-	-	WorldEntityConfig
class	nl	-	-	PlayerCompositionColorTextureOverride
class	no	-	-	HealthBarDefinition
class	nz	-	-	NpcOverrides
class	of	-	-	VarbitComposition
class	ox	-	-	class468
class	oy	-	-	InterfaceParent
class	qa	-	-	FriendsList
class	qe	-	-	SecureRandomSSLSocket
class	ql	-	-	ClanMate
class	qn	-	-	FriendLoginUpdate
class	qr	-	-	Friend
class	qu	-	-	User
class	qv	-	-	FriendsChat
class	qy	-	-	SecureRandomSSLSocketFactory
class	rb	-	-	WorldEntity
class	rg	-	-	Buddy
class	rk	-	-	ActorSpotAnim
class	rm	-	-	Ignored
class	rv	-	-	UserList
class	sd	-	-	MouseWheelHandler
class	sg	-	-	RasterProvider
class	sh	-	-	Canvas
class	sj	-	-	MouseHandler
class	sw	-	-	GameEngine
class	sy	-	-	KeyHandler
class	ul	-	-	AbstractArchive
class	uo	-	-	IntegerNode
class	uv	-	-	Node
class	vt	-	-	WorldMap
class	vx	-	-	Menu
class	wg	-	-	PacketBuffer
class	xe	-	-	SpritePixels
class	xh	-	-	IterableNodeHashTable
class	xj	-	-	CameraFocusableEntity
class	xn	-	-	AbstractRasterProvider
class	xw	-	-	IndexedObjectSet
class	xx	-	-	IndexedSprite
class	xz	-	-	NodeHashTable
class	yh	-	-	DbRowType
class	yq	-	-	AbstractFont
class	ys	-	-	Font
class	yy	-	-	ScriptEvent
field	bm	ae	[I	quantities
field	bm	ah	[I	ids
field	bx	ai	Lpc;	animationSequence
field	client	nl	Lvx;	menu
field	cm	au	Ljava/lang/String;	rememberedUsername
field	dj	cd	Ljava/lang/String;	overheadText
field	dl	ai	Lwz;	npcOverheadIcons
field	dl	az	Lnq;	definition
field	do	ae	Lep;	scene
field	do	aw	Lxh;	worldEntities
field	ej	aq	Ltl;	transformationMatrix
field	kx	ev	[Ljava/lang/String;	actions
field	sw	rx	Ljava/awt/Canvas;	canvas
field	uo	aq	I	integer
field	vx	ab	[Lvx;	subMenus
field	vx	aj	[I	menuOpcodes
field	vx	ap	[I	menuIdentifiers
field	vx	az	[I	menuArguments2
field	xx	ah	[I	palette
field	xx	aq	[B	pixels
