# Server packets: rev240
# count: 152
# named: 151
# server_table_size: 152
# columns: id\tname\tlength\tread_count\tfields
# field_format: readType(obfuscatedMethodName)
0	CAM_TARGET_V4	5	2	I1(lt),I4(eb)
1	IF_SETOBJECT	10	3	I2(hn),I4(eb),I4(eb)
2	MESSAGE_FRIENDCHANNEL	-1	5	X1(dc),J0(ci),I2(sr),I3(yz),I1(cf)
3	HINT_ARROW	6	0	-
4	IF_SETANGLE	10	4	I4(ei),I2(oo),I2(sr),I2(sr)
5	CLANSETTINGS_DELTA	-2	1	B1(cn)
6	SET_INTERACTION_MODE	4	3	I2(cz),I1(cf),I1(cf)
7	CLANCHANNEL_FULL	-2	1	B1(cn)
8	MIDI_SONG_STOP	4	2	I2(oo),I2(fj)
9	UPDATE_IGNORELIST	-2	0	-
10	RUNCLIENTSCRIPT	-2	9	X1(dc),I0(de),X1(dc),I4(nd),I0(de),I0(ns),J0(ci),X1(dc),I4(nd)
11	IF_SETTEXT	-2	2	I4(rc),X1(dc)
12	REBUILD_REGION_V2	-2	0	-
13	MAP_ANIM	6	0	-
14	UPDATE_INV_STOPTRANSMIT	2	1	I2(fj)
15	SET_HEATMAP_ENABLED	1	1	Z0(ce)
16	SOUND_AREA	7	0	-
17	CAM_RESET	0	0	-
18	CHAT_FILTER_SETTINGS	2	2	I1(cf),I1(cf)
19	UPDATE_RUNWEIGHT	2	1	I2(cz)
20	SET_ACTIVE_WORLD_V2	3	2	I2(cz),I1(cf)
21	VARCLAN	-1	0	-
22	IF_SETPLAYERHEAD	4	1	I4(ei)
23	UPDATE_INV_PARTIAL	-2	6	I4(nd),I2(sr),I1(kd),I2(sr),I1(cf),I4(nd)
24	UPDATE_FRIENDLIST	-2	0	-
25	VARCLAN_DISABLE	0	0	-
26	LOGOUT_TRANSFER	-1	3	X1(dc),I2(sr),I4(nd)
27	MESSAGE_PRIVATE_ECHO	-2	1	X1(dc)
28	IF_SETCOLOUR	6	2	I2(hn),I4(ei)
29	UPDATE_TRADINGPOST	-2	2	I1(cf),J0(ci)
30	IF_RESYNC_V2	-2	10	I2(sr),I2(sr),I4(nd),I2(sr),I1(cf),I4(nd),I2(sr),I2(sr),I4(nd),I4(nd)
31	MIDI_SWAP	8	4	I2(hn),I2(fj),I2(sr),I2(sr)
32	CAM_MODE	1	1	I1(cf)
33	CAM_ROTATETO	7	4	I2(cz),I2(cz),I2(sr),I1(cf)
34	CAM_SMOOTHRESET	4	0	-
35	IF_OPENTOP	2	1	I2(hn)
36	MESSAGE_PRIVATE	-2	4	X1(dc),I2(sr),I3(yz),I1(cf)
37	LOGOUT	0	0	-
38	LOC_ADD_CHANGE_V2	-2	0	-
39	REBUILD_NORMAL_V2	-2	0	-
40	MIDI_JINGLE	5	2	I2(sr),I3(eo)
41	LOC_DEL	2	0	-
42	IF_SETPLAYERMODEL_BASECOLOUR	6	3	I1(gb),I1(lt),I4(rc)
43	MESSAGE_CLANCHANNEL	-1	5	B1(cn),X1(dc),I2(sr),I3(yz),I1(cf)
44	UNKNOWN_STRING	-1	1	X1(dc)
45	IF_OPENSUB	7	3	I1(cf),I2(hn),I4(eb)
46	CLANCHANNEL_DELTA	-2	1	B1(cn)
47	MIDI_SONG_WITHSECONDARY	12	6	I2(sr),I2(sr),I2(oo),I2(hn),I2(oo),I2(hn)
48	LOC_MERGE	14	0	-
49	UPDATE_ZONE_PARTIAL_ENCLOSED	-2	4	I1(lt),I1(dp),I1(gb),I1(cf)
50	IF_SETPLAYERMODEL_OBJ	8	2	I4(eb),I4(nd)
51	IF_MOVESUB	8	2	I4(eb),I4(eb)
52	OBJ_CUSTOMISE_SPECIFIC	20	8	I4(eb),I2(ex),I2(hn),I2(hn),I2(ex),I4(nd),I2(er),I2(er)
53	SITE_SETTINGS	-1	1	X1(dc)
54	IF_SETHIDE	5	2	I1(lt),I4(rc)
55	HIDELOCOPS	1	1	Z0(ce)
56	LOGOUT_WITHREASON	1	1	I1(cf)
57	PACKET_GROUP_START	2	1	I2(cz)
58	RESET_ANIMS	0	0	-
59	IF_SETANIM	6	2	I4(nd),I2(gi)
60	IF_CLEARINV	4	1	I4(ei)
61	IF_SETNPCHEAD	6	2	I4(rc),I2(fj)
62	IF_SETPLAYERMODEL_SELF	5	2	I1(lt),I4(rc)
63	UPDATE_STAT_V2	7	4	I1(lt),I4(ei),I1(cf),I1(lt)
64	IF_SETPLAYERMODEL_BODYTYPE	5	2	I1(dp),I4(rc)
65	OCULUS_SYNC	4	1	I4(nd)
66	UPDATE_REBOOT_TIMER_V2	-1	2	X1(dc),I2(oo)
67	IF_SETNPCHEAD_ACTIVE	6	2	I4(ei),I2(hn)
68	VARP_RESET	0	0	-
69	HISCORE_REPLY	-2	0	-
70	FRIENDLIST_LOADED	0	0	-
71	CAM_TARGET_V3	5	3	I1(cf),I2(cz),I2(sr)
72	PROJANIM_SPECIFIC_V4	27	11	I3(ew),I2(sr),I2(hn),I2(hn),I3(xr),I2(fj),I1(cf),I2(oo),I4(nd),I4(nd),I2(hn)
73	MESSAGE_GAME	-1	4	I1(kd),I1(cf),X1(dc),X1(dc)
74	UPDATE_INV_FULL	-2	6	I4(nd),I2(sr),I2(sr),I1(lt),I4(nd),I2(sr)
75	REBUILD_WORLDENTITY_V4	-2	0	-
76	CHAT_FILTER_SETTINGS_PRIVATECHAT	1	1	I1(cf)
77	TRIGGER_ONDIALOGABORT	0	0	-
78	IF_SETSCROLLPOS	6	2	I4(eb),I2(sr)
79	MESSAGE_CLANCHANNEL_SYSTEM	-1	3	B1(cn),I2(sr),I3(yz)
80	WORLDENTITY_INFO_V7	-2	0	-
81	MIDI_SONG_V2	10	5	I2(sr),I2(fj),I2(oo),I2(sr),I2(sr)
82	ACCOUNT_FLAGS	8	1	J0(ci)
83	PLAYER_SPOTANIM_SPECIFIC	9	4	I4(rc),I1(lt),I2(oo),I2(oo)
84	LOC_ANIM_SPECIFIC	6	3	I2(hn),I3(yz),I1(lt)
85	SET_PLAYER_OP	-1	3	I1(lt),I1(lt),X1(dc)
86	OBJ_DEL_SPECIFIC	10	3	I4(eb),I4(ei),I2(hn)
87	OBJ_ENABLED_OPS_SPECIFIC	7	3	I2(hn),I4(rc),I1(lt)
88	UPDATE_FRIENDCHAT_CHANNEL_FULL_V2	-2	0	-
89	OBJ_UNCUSTOMISE_SPECIFIC	10	3	I2(oo),I4(rc),I4(rc)
90	MAP_ANIM_SPECIFIC	8	4	I2(hn),I2(hn),I1(cf),I3(yz)
91	PLAYER_INFO	-2	0	-
92	SERVER_TICK_END	0	0	-
