# Reviewed against official injected-client 1.12.14.1 and 1.12.15 bytecode.
class	ac	-	-	map	aq	-	-
class	ad	-	-	map	ai	-	-
class	ao	-	-	map	am	-	-
class	el	-	-	map	ew	-	-
class	dx	-	-	map	db	-	-
class	er	-	-	map	ed	-	-
class	jg	-	-	map	ie	-	-
class	ma	-	-	map	mg	-	-
class	nt	-	-	map	oz	-	-
class	nq	-	-	map	no	-	-
class	nw	-	-	map	nh	-	-
class	rj	-	-	map	rp	-	-
class	sb	-	-	map	rx	-	-
class	su	-	-	map	rt	-	-
class	yg	-	-	map	yl	-	-
