# format=rl-suite-semantic-map-v1
# revision=1.12.13
# input.sha256=a0eeaa3968819fdde8bb13988a99b7a6152539da35955da3860576b4c39b7859
# source=devious-annotations
# source.sha256=68fa234b5709c52a7d589d59e53223c08ca764aac3ffe71fb9fda40f31e0c2c8
# source.commit=3c01c4f5a68e2e013f47ea8bb8b66e364494ebee
class	iz	-	-	FloorOverlayDefinition
class	jb	-	-	ItemLayer
class	jc	-	-	Skeleton
class	jd	-	-	class237
class	je	-	-	AABB
class	jf	-	-	Texture
class	jg	-	-	AbstractRasterizer
class	jh	-	-	Scene
class	ji	-	-	Rasterizer3D
class	jj	-	-	class234
class	jk	-	-	class236
class	jl	-	-	FloatProjection
class	jm	-	-	ModelData
class	jn	-	-	TileRenderMode
class	jp	-	-	Task
class	jq	-	-	class251
class	jr	-	-	IntProjection
class	jt	-	-	Frames
class	ju	-	-	Animation
class	jv	-	-	FloorDecoration
class	jw	-	-	Tile
class	jx	-	-	Clock
class	jy	-	-	FaceNormal
class	jz	-	-	Renderable
class	ka	-	-	Projection
class	kb	-	-	WorldEntityCoord
class	kc	-	-	class282
class	kd	-	-	GameObject
class	ke	-	-	VertexNormal
class	kf	-	-	WallDecoration
class	kg	-	-	TextureLoader
class	kh	-	-	WidgetFocusInputManager
class	ki	-	-	class279
class	kj	-	-	Occluder
class	kk	-	-	CollisionMap
class	kl	-	-	TextureProvider
class	kn	-	-	IndexCheck
class	ko	-	-	ModelColorOverride
class	kp	-	-	class270
class	kq	-	-	class272
class	kr	-	-	SceneTileModel
class	ks	-	-	RouteStrategy
class	kt	-	-	Clips
class	ku	-	-	BoundaryObject
class	kv	-	-	ViewportMouse
class	kw	-	-	class264
class	kx	-	-	ModelData0
class	ky	-	-	Model
class	kz	-	-	SceneTilePaint
class	la	-	-	WorldMapArea
class	lb	-	-	class299
class	lc	-	-	WorldMapRegion
class	ld	-	-	WorldMapData_0
class	le	-	-	WorldMapRenderer
class	lf	-	-	WorldMapID
class	lg	-	-	WorldMapSectionType
class	lh	-	-	WorldMapSection2
class	lj	-	-	WorldMapIcon_1
class	lk	-	-	class309
class	ll	-	-	WorldMapSection0
class	lm	-	-	WorldMapDecoration
class	lo	-	-	WorldMapIcon_0
class	lp	-	-	WorldMapLabelSize
class	lq	-	-	AbstractWorldMapData
class	lr	-	-	WorldMapRectangle
class	ls	-	-	class291
class	lt	-	-	WorldMapData_1
class	lu	-	-	WorldMapSprite
class	lv	-	-	WorldMapLabel
class	lw	-	-	class288
class	ly	-	-	class289
class	lz	-	-	MoveSpeed
class	ma	-	-	WorldMapAreaData
class	mb	-	-	class320
class	mc	-	-	EvictingDualNodeHashTable
class	md	-	-	Wrapper
class	me	-	-	class329
