# Client packet mapping: rev238 -> rev239
# matched: 115/117
# source_count: 117
# target_count: 117
# removed: 0
# added: 0
# columns: source_id\ttarget_id\tsource_name\ttarget_name\tfields
0	104	OPLOC3_V2	OPLOC3_V2	W2[a 128,r 8](bx)
1	61	MEMBERSHIP_PROMOTION_ELIGIBILITY	MEMBERSHIP_PROMOTION_ELIGIBILITY	-
2	77	UPDATE_PLAYER_MODEL_V2	UPDATE_PLAYER_MODEL_V2	-
3	103	OPLOC2_V1	OPLOC2_V2	W1[s 0](dn),W2[r 8,a 128](eh),W2[a 128,r 8](bx),W2[a 128,r 8](bx)
4	105	RSEVEN_STATUS	RSEVEN_STATUS	-
6	114	MOVE_GAMECLICK	MOVE_GAMECLICK	W1[v](on),W1[v](on),W2[a 128,r 8](bx),W2[v,r 8](eu)
7	26	RESUME_P_NAMEDIALOG	RESUME_P_NAMEDIALOG	W1[v](on),W1[strn](ch)
8	31	OPOBJ4_V1	OPOBJ4_V2	W1[a 128](dw),W2[v,r 8](eu),W2[r 8,v](bm),W2[r 8,v](bm)
9	13	OPNPC2_V2	OPNPC2_V2	W1[a 128](dw),W1[a 128](dw),W2[a 128,r 8](bx)
10	10	WINDOW_STATUS	WINDOW_STATUS	W1[v](on),W2[r 8,v](bm),W2[r 8,v](bm)
11	101	FRIENDCHAT_KICK	FRIENDCHAT_KICK	W1[v](on),W1[strn](ch)
12	12	REFLECTION_CHECK_REPLY	REFLECTION_CHECK_REPLY	W1[v](on),W1[v](jj)
13	13	OPNPC2_V1	OPNPC2_V2	W2[r 8,v](bm),W1[v](on)
15	116	OPLOC5_V2	OPLOC5_V2	W2[v,r 8](eu),W2[a 128,r 8](bx),W2[a 128,r 8](bx),W1[s 128](we),W1[v](on)
16	52	OPLOCU	OPLOCU	W2[a 128,r 8](bx),W2[r 8,v](bm),W2[r 8,a 128](eh),W2[v,r 8](eu),W1[s 128](we),W2[a 128,r 8](bx)
17	112	CLANCHANNEL_FULL_REQUEST	CLANCHANNEL_FULL_REQUEST	W1[v](on)
18	97	CONNECTION_TELEMETRY	CONNECTION_TELEMETRY	W1[v](on),W1[v](jj)
19	8	EVENT_CAMERA_POSITION	EVENT_CAMERA_POSITION	W2[v,r 8](eu),W2[v,r 8](eu)
20	24	MAP_BUILD_COMPLETE	MAP_BUILD_COMPLETE	-
21	39	SOUND_JINGLEEND	SOUND_JINGLEEND	W4[r 24,r 16,v,r 8](ck)
22	66	EVENT_MOUSE_CLICK_V1	EVENT_MOUSE_CLICK_V1	-
23	14	OPWORLDENTITY1	OPWORLDENTITY1	W1[s 128](we),W2[r 8,a 128](eh)
24	19	OPNPC3_V1	OPNPC3_V2	W1[v](on),W2[v,r 8](eu)
25	113	OPOBJU	OPOBJU	W1[v](on),W2[a 128,r 8](bx),W2[a 128,r 8](bx),W2[v,r 8](eu),W2[a 128,r 8](bx),W4[r 24,r 16,v,r 8](ck),W2[a 128,r 8](bx)
